ANCESTOR_CONCEPT_ID,ANCESTOR_CONCEPT_NAME,ANCESTOR_DOMAIN_ID,ANCESTOR_VOCABULARY_ID,ANCESTOR_CONCEPT_CLASS_ID,ANCESTOR_STANDARD_CONCEPT,ANCESTOR_CONCEPT_CODE,DESCENDANT_CONCEPTS_PRESENT,TOTAL_ROWS,DISTINCT_PERSONS,FIRST_DATE,LAST_DATE
4161451,Radiofrequency ablation device,Device,SNOMED,Physical Object,S,371791001,1,3,3,2007-11-28,2024-09-06
4161452,Brachytherapy device,Device,SNOMED,Physical Object,S,371792008,2,3,3,1991-09-19,2012-11-06
4173309,"Permanent cardiac pacemaker, device",Device,SNOMED,Physical Object,S,424921004,1,3,3,1996-03-01,2006-11-01
4185128,Body tissue material,Observation,SNOMED,Substance,S,413675001,3,3,3,2010-07-07,2024-05-04
4186727,Body material,Observation,SNOMED,Substance,S,413674002,3,3,3,2010-07-07,2024-05-04
4190216,Replacement agent,Device,SNOMED,Substance,S,373545003,2,3,3,1999-02-08,2010-01-04
4215931,Ring,Device,SNOMED,Physical Object,S,72070000,2,3,3,2014-05-01,2017-05-16
4219032,Amputation of lower limb,Procedure,SNOMED,Procedure,S,397117006,1,3,3,2015-11-18,2020-08-31
4223817,Intramedullary rod,Device,SNOMED,Physical Object,S,8451008,2,3,3,2019-06-28,2020-04-30
4225628,Contraceptive device,Device,SNOMED,Physical Object,S,348649005,1,3,3,2008-08-01,2020-09-20
4240422,Body substance,Observation,SNOMED,Substance,S,91720002,3,3,3,2010-07-07,2024-05-04
4242396,Disarticulation of hip,Procedure,SNOMED,Procedure,S,38162008,1,3,3,2015-11-18,2020-08-31
4321258,Arthrectomy of hip,Procedure,SNOMED,Procedure,S,9874008,1,3,3,2015-11-18,2020-08-31
4326426,Operation on trunk,Procedure,SNOMED,Procedure,S,74943008,1,3,3,2015-11-18,2020-08-31
4327115,Operative procedure on hip,Procedure,SNOMED,Procedure,S,429772001,1,3,3,2015-11-18,2020-08-31
37017597,Deep brain electrical stimulation system,Device,SNOMED,Physical Object,S,713899009,1,3,3,2016-12-19,2019-02-25
37166702,Iliac artery stent,Device,SNOMED,Physical Object,S,1259926004,2,3,3,2014-09-25,2021-02-02
40355609,Intrauterine contraceptive device,Device,SNOMED,Physical Object,S,268460000,1,3,3,2008-08-01,2020-09-20
44786369,"Application of low cost skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",Device,HCPCS,HCPCS,S,C5275,1,3,3,2017-03-02,2018-03-22
44786614,"Amniomatrix or biodmatrix, injectable, 1 cc",Device,HCPCS,HCPCS,S,Q4139,1,3,3,2019-09-13,2020-12-21
45759034,Bare metal coronary artery stent,Device,SNOMED,Physical Object,S,464052002,1,3,3,2002-09-28,2020-10-04
45762009,Anchored bone-conduction hearing aid,Device,SNOMED,Physical Object,S,468421000,1,3,3,2011-06-16,2024-11-27
45762391,Dental implant system,Device,SNOMED,Physical Object,S,468993001,1,3,3,2016-05-01,2022-08-01
45764827,Irreversible electroporation system,Device,SNOMED,Physical Object,S,701606009,1,3,3,2015-10-12,2016-05-27
45767868,Esophageal stent,Device,SNOMED,Physical Object,S,705472007,1,3,3,2018-09-20,2021-12-01
45768052,Implantable joint prosthesis,Device,SNOMED,Physical Object,S,705861008,2,3,2,1993-10-06,2019-01-01
45768130,Device for body fluid and tissue management,Device,SNOMED,Physical Object,S,706036000,3,3,3,1994-08-09,2020-02-26
45772812,Pancreatic stent,Device,SNOMED,Physical Object,S,705471000,1,3,3,2003-09-22,2023-09-17
45773516,Flexible fiberoptic sigmoidoscope,Device,SNOMED,Physical Object,S,701096003,1,3,3,2017-11-03,2023-10-04
953202,"Rectal control system for vaginal insertion, for long term use, includes pump and all supplies and accessories, any type each",Device,HCPCS,HCPCS,S,A4563,1,3,3,2022-07-28,2025-11-12
45772800,Bone-conduction hearing aid,Device,SNOMED,Physical Object,S,705322006,1,3,3,2011-06-16,2024-11-27
1244239,Cardiac annuloplasty device,Device,SNOMED,Physical Object,S,1259840004,2,3,3,2014-05-01,2017-05-16
1244240,Cardiac annuloplasty ring,Device,SNOMED,Physical Object,S,1259841000,2,3,3,2014-05-01,2017-05-16
1552548,"Gradient compression stocking, below knee, 30-40 mmhg, each",Device,HCPCS,HCPCS,S,A6552,1,3,3,2024-04-12,2024-05-08
1552552,"Gradient compression garment, arm, padded, for nighttime use, custom, each",Device,HCPCS,HCPCS,S,A6523,1,3,3,2024-03-22,2024-05-08
1552586,"Gradient pressure wrap with adjustable straps, above knee, each",Device,HCPCS,HCPCS,S,A6585,1,3,3,2024-11-21,2025-11-24
2615203,"Compression burn garment, facial hood, custom fabricated",Device,HCPCS,HCPCS,S,A6503,1,3,3,2013-01-15,2022-04-25
2615820,"Prosthesis, penile, inflatable",Device,HCPCS,HCPCS,S,C1813,1,3,3,2009-08-20,2014-10-01
2719459,"Tlso, triplanar control, modular segmented spinal system, four rigid plastic shells, posterior extends from sacrococcygeal junction and terminates just inferior to scapular spine, anterior extends from symphysis pubis to the sternal notch, soft liner,...",Device,HCPCS,HCPCS,S,L0464,1,3,3,2017-02-03,2023-11-03
2719507,"Lumbar-sacral orthosis, sagittal-coronal control, rigid shell(s)/panel(s), posterior extends from sacrococcygeal junction to t-9 vertebra, anterior extends from symphysis pubis to xyphoid, produces intracavitary pressure to reduce load on the intervert...",Device,HCPCS,HCPCS,S,L0640,1,3,3,2016-03-10,2023-03-15
2719530,"Protective body sock, prefabricated, off-the-shelf, each",Device,HCPCS,HCPCS,S,L0984,1,3,3,2024-12-27,2025-04-23
2719535,"Tension based scoliosis orthosis and accessory pads, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L1005,1,3,3,2015-03-20,2017-03-24
2719550,"Thoracic-lumbar-sacral-orthosis (tlso), inclusive of furnishing initial orthosis only",Device,HCPCS,HCPCS,S,L1200,1,3,3,2011-09-02,2013-10-28
2719551,"Addition to tlso, (low profile), lateral thoracic extension",Device,HCPCS,HCPCS,S,L1210,1,3,3,2011-11-29,2012-11-29
2719558,"Addition to tlso, (low profile), rib gusset (elastic), each",Device,HCPCS,HCPCS,S,L1280,1,3,3,2014-12-09,2020-04-08
2719630,"Knee ankle foot orthosis, double upright, free ankle, solid stirrup, thigh and calf bands/cuffs, (double bar 'ak' orthosis), without knee joint, custom fabricated",Device,HCPCS,HCPCS,S,L2030,1,3,3,2013-03-28,2024-10-09
2719656,"Kafo, fracture orthosis, femoral fracture cast orthosis, rigid, prefabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L2136,1,3,3,2010-05-06,2016-02-01
2719709,"Addition to lower extremity, pelvic control, hip joint, clevis or thrust bearing, lock, each",Device,HCPCS,HCPCS,S,L2610,1,3,2,2014-12-04,2015-03-04
2719724,"Orthotic side bar disconnect device, per bar",Device,HCPCS,HCPCS,S,L2768,1,3,3,2013-03-21,2018-02-23
2719768,"Orthopedic footwear, ladies shoe, oxford, each",Device,HCPCS,HCPCS,S,L3215,1,3,3,2024-04-30,2025-09-17
2719823,"Transfer of an orthosis from one shoe to another, caliper plate, existing",Device,HCPCS,HCPCS,S,L3600,1,3,3,2010-12-23,2021-08-19
2719842,"Elbow orthosis, elastic with metal joints, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L3710,1,3,3,2010-08-27,2024-12-23
2719845,"Elbow orthosis, double upright with forearm/arm cuffs, adjustable position lock with active control, custom fabricated",Device,HCPCS,HCPCS,S,L3740,1,3,3,2013-04-26,2016-10-25
2719974,"Ankle, symes, molded socket, sach foot",Device,HCPCS,HCPCS,S,L5050,1,3,2,2016-03-04,2022-10-19
2719994,"Hip disarticulation, canadian type, molded socket, endoskeletal system, hip joint, single axis knee, sach foot",Device,HCPCS,HCPCS,S,L5331,1,3,3,2015-11-18,2020-08-31
2720033,"Addition to lower extremity, symes type, posterior opening (canadian) socket",Device,HCPCS,HCPCS,S,L5634,1,3,2,2011-04-20,2016-03-04
2720034,"Addition to lower extremity, symes type, medial opening socket",Device,HCPCS,HCPCS,S,L5636,1,3,3,2022-10-19,2024-04-10
2720115,"Addition, endoskeletal knee-shin system, single axis, manual lock",Device,HCPCS,HCPCS,S,L5810,1,3,3,2015-09-28,2025-11-20
2720123,"Addition, endoskeletal knee-shin system, single axis, hydraulic swing phase control, with miniature high activity frame",Device,HCPCS,HCPCS,S,L5826,1,3,3,2011-10-24,2019-05-24
2720132,"Addition, endoskeletal system, hip disarticulation, mechanical hip extension assist",Device,HCPCS,HCPCS,S,L5855,1,3,3,2020-08-31,2024-05-29
2720172,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external power, self-suspended, inner socket with removable forearm section, electrodes and cables, two batteries, charger, myoelectric control of terminal device (Deprecated)",Device,HCPCS,HCPCS,S,L6025,1,3,3,2011-04-20,2013-10-14
2720197,"Interscapular thoracic, molded socket, endoskeletal system, including soft prosthetic tissue shaping",Device,HCPCS,HCPCS,S,L6570,1,3,2,2013-05-02,2023-11-28
2720215,"Upper extremity addition, quick disconnect hook adapter, otto bock or equal",Device,HCPCS,HCPCS,S,L6628,1,3,3,2016-08-25,2024-05-09
2720221,"Upper extremity addition to prosthesis, electric locking feature, only for use with manually powered elbow",Device,HCPCS,HCPCS,S,L6638,1,3,3,2017-06-23,2023-08-18
2720245,"Upper extremity addition, frame type socket, shoulder disarticulation",Device,HCPCS,HCPCS,S,L6689,1,3,3,2011-05-03,2017-09-15
2720310,"Replacement socket, below elbow/wrist disarticulation, molded to patient model, for use with or without external power",Device,HCPCS,HCPCS,S,L6883,1,3,3,2011-07-26,2018-04-17
2720344,"Electronic elbow, microprocessor simultaneous control of elbow and terminal device",Device,HCPCS,HCPCS,S,L7181,1,3,3,2012-04-05,2016-08-25
2720804,"Cymetra, injectable, 1 cc",Device,HCPCS,HCPCS,S,Q4112,1,3,3,2011-01-27,2013-03-25
2721938,"Hearing aid, bicros, behind the ear (Deprecated)",Device,HCPCS,HCPCS,S,V5220,1,3,3,2016-10-27,2018-05-22
4000738,Trunk excision,Procedure,SNOMED,Procedure,S,119583009,1,3,3,2015-11-18,2020-08-31
4030028,Surgical procedure on lower extremity,Procedure,SNOMED,Procedure,S,107784002,1,3,3,2015-11-18,2020-08-31
4030747,Excision of lower extremity structure,Procedure,SNOMED,Procedure,S,128995005,1,3,3,2015-11-18,2020-08-31
4030970,Knee joint prosthesis,Device,SNOMED,Physical Object,S,109228008,2,3,3,2008-07-09,2017-03-01
4038877,Provision of body support,Procedure,SNOMED,Procedure,S,228596002,1,3,3,2015-03-20,2017-03-24
4040907,External fixation device,Device,SNOMED,Physical Object,S,118383002,2,3,3,2013-01-02,2017-03-24
4040919,Flexible fiberoptic endoscope,Device,SNOMED,Physical Object,S,118428007,1,3,3,2017-11-03,2023-10-04
4041270,Procedure on hip,Procedure,SNOMED,Procedure,S,118711008,1,3,3,2015-11-18,2020-08-31
4042331,Procedure on hip joint,Procedure,SNOMED,Procedure,S,118749007,1,3,3,2015-11-18,2020-08-31
4044887,Procedure on joint of lower extremity,Procedure,SNOMED,Procedure,S,129182005,1,3,3,2015-11-18,2020-08-31
4049103,Arthroscope,Device,SNOMED,Physical Object,S,23228005,1,3,3,2004-06-04,2007-12-19
4077208,Vein graft material,Device,SNOMED,Substance,S,276311000,2,3,3,2007-11-11,2012-06-23
4081566,Anoscope,Device,SNOMED,Physical Object,S,24110008,1,3,2,2014-01-01,2025-06-10
4102292,Operation on hip joint,Procedure,SNOMED,Procedure,S,28181007,1,3,3,2015-11-18,2020-08-31
4104905,Omental flap,Device,SNOMED,Substance,S,256777008,1,3,3,2000-09-28,2011-08-18
4106015,Flexible cystoscope,Device,SNOMED,Physical Object,S,257218001,1,3,3,2011-01-05,2018-03-10
4118782,Female genital implant,Device,SNOMED,Physical Object,S,304075003,1,3,3,2008-08-01,2020-09-20
4119625,Corneal implant,Device,SNOMED,Physical Object,S,304273001,1,3,3,2012-11-22,2017-11-01
4120375,Autologous vein,Device,SNOMED,Substance,S,256900002,2,3,3,2007-11-11,2012-06-23
4122668,Arteriovenous graft material,Device,SNOMED,Substance,S,303517000,2,3,3,2007-11-11,2012-06-23
4127479,Autologous vein graft,Device,SNOMED,Substance,S,261493002,2,3,3,2007-11-11,2012-06-23
4130112,Free flap,Device,SNOMED,Substance,S,261238005,2,3,3,1992-07-01,2020-07-14
4151640,Ureteroscope,Device,SNOMED,Physical Object,S,310801006,2,3,2,2010-03-09,2024-11-19
4156347,Jaw implant,Device,SNOMED,Physical Object,S,272306000,2,3,3,2009-05-27,2024-03-04
45768092,Cardiac balloon catheter,Device,SNOMED,Physical Object,S,705924003,2,2,2,2000-05-16,2016-10-24
45768157,Body fluid and tissue clearing/evacuation device,Device,SNOMED,Physical Object,S,706078006,2,2,2,1994-08-09,2020-02-26
45768161,Body aspiration/drainage device,Device,SNOMED,Physical Object,S,706084009,2,2,2,1994-08-09,2020-02-26
45768178,Implantable infusion pump,Device,SNOMED,Physical Object,S,706122008,1,2,1,2002-06-18,2009-07-30
45768405,Programmer for implanted device,Device,SNOMED,Physical Object,S,706749002,1,2,2,2019-03-16,2020-02-07
45768422,Generator,Device,SNOMED,Physical Object,S,706827000,2,2,2,2006-07-21,2019-02-04
45769458,Device component,Device,SNOMED,Physical Object,S,708115005,2,2,2,2012-06-23,2013-02-17
45771922,Dual-chamber implantable defibrillator,Device,SNOMED,Physical Object,S,468542000,1,2,2,2009-04-28,2020-05-01
4042504,Procedure on extremity,Procedure,SNOMED,Procedure,S,118949002,1,2,2,2012-05-17,2014-10-27
4042650,Procedure on lower extremity,Procedure,SNOMED,Procedure,S,118710009,1,2,2,2012-05-17,2014-10-27
4042659,Procedure on wrist joint,Procedure,SNOMED,Procedure,S,118748004,2,2,2,2017-06-14,2020-02-20
4049326,Autograft,Device,SNOMED,Substance,S,15879007,1,2,2,1963-09-04,1986-12-25
4063128,Mitral valve prosthesis,Device,SNOMED,Physical Object,S,17107009,1,2,2,1992-01-05,1997-09-23
4070667,Urinary catheter,Device,SNOMED,Physical Object,S,20568009,1,2,2,1962-03-27,2016-07-09
4081901,Operative procedure on wrist,Procedure,SNOMED,Procedure,S,24112000,2,2,2,2017-06-14,2020-02-20
4104886,Skeletal material,Observation,SNOMED,Substance,S,256646004,2,2,2,2010-07-07,2024-05-04
4105811,Fibular flap,Device,SNOMED,Substance,S,256845002,1,2,2,2012-08-13,2014-10-27
4106031,Conduit,Device,SNOMED,Physical Object,S,257281002,2,2,1,1992-05-30,2003-03-20
4106149,Total ossicular replacement prosthesis,Device,SNOMED,Physical Object,S,257339006,1,2,2,2011-11-30,2012-07-19
4106981,Tube drain,Device,SNOMED,Physical Object,S,257287003,1,2,2,2007-01-17,2012-04-29
4106991,Partial ossicular replacement prosthesis,Device,SNOMED,Physical Object,S,257338003,1,2,2,2011-05-20,2012-07-24
4116915,Disarticulation at wrist,Procedure,SNOMED,Procedure,S,287647007,2,2,2,2017-06-14,2020-02-20
4117709,Suprapubic catheter,Device,SNOMED,Physical Object,S,286861005,1,2,2,1962-03-27,2016-07-09
4120252,Ureteric stent,Device,SNOMED,Physical Object,S,286558002,2,2,2,2004-02-24,2015-02-24
4122001,Autograft of skin,Device,SNOMED,Substance,S,303249004,1,2,2,1963-09-04,1986-12-25
4122365,Nervous system catheter,Device,SNOMED,Physical Object,S,258624002,2,2,2,2001-05-31,2019-07-02
4122790,Hip joint implant,Device,SNOMED,Physical Object,S,303533002,2,2,2,2004-01-01,2016-08-31
4123121,Shoulder joint implant,Device,SNOMED,Physical Object,S,304124003,1,2,1,2009-12-19,2010-12-19
4123454,Anterior chamber drainage tube,Device,SNOMED,Physical Object,S,303276004,2,2,2,2010-01-06,2012-08-01
4125364,Shoulder joint prosthesis,Device,SNOMED,Physical Object,S,303726000,1,2,1,2009-12-19,2010-12-19
4127145,Total shoulder replacement prosthesis,Device,SNOMED,Physical Object,S,304125002,1,2,1,2009-12-19,2010-12-19
4129084,Bone graft material,Device,SNOMED,Substance,S,261230003,2,2,2,2010-07-07,2024-05-04
4154906,Arthrectomy of wrist,Procedure,SNOMED,Procedure,S,28439007,2,2,2,2017-06-14,2020-02-20
4169907,Proctoscope,Device,SNOMED,Physical Object,S,47942000,2,2,2,2018-08-28,2019-12-12
4193071,Flexible ureteroscope,Device,SNOMED,Physical Object,S,312077001,1,2,1,2010-03-09,2010-06-15
4193170,Saphenous vein graft,Device,SNOMED,Substance,S,312140007,1,2,2,2007-11-11,2012-06-23
4196441,Total knee joint prosthesis,Device,SNOMED,Physical Object,S,313062001,1,2,2,2008-07-09,2013-06-18
4208811,Substance categorized by structure,Observation,SNOMED,Substance,S,312413002,1,2,2,1999-02-08,2008-09-25
4222857,Allotransplant pancreas,Device,SNOMED,Substance,S,421553000,1,2,2,2004-08-01,2012-03-22
4227684,Transplant solid organ,Device,SNOMED,Substance,S,422285003,1,2,2,2004-08-01,2012-03-22
4227967,Transplant pancreas,Device,SNOMED,Substance,S,421263007,1,2,2,2004-08-01,2012-03-22
4254068,Sensor device,Device,SNOMED,Physical Object,S,408746007,1,2,1,2003-01-01,2004-01-01
4263139,Amputation of arm through wrist,Procedure,SNOMED,Procedure,S,396767001,2,2,2,2017-06-14,2020-02-20
4263590,Amputation of hand,Procedure,SNOMED,Procedure,S,46028000,2,2,2,2017-06-14,2020-02-20
4281994,Hip prosthesis,Device,SNOMED,Physical Object,S,67270000,2,2,2,2004-01-01,2016-08-31
4297553,Collagen implant,Device,SNOMED,Substance,S,386929009,1,2,2,1999-02-08,2008-09-25
4298572,Guillotine,Device,SNOMED,Physical Object,S,76937009,2,2,2,2003-07-08,2012-09-07
4301772,Testicular prosthesis,Device,SNOMED,Physical Object,S,78498003,1,2,2,1971-10-17,1981-01-01
4312386,Peripheral catheter,Device,SNOMED,Physical Object,S,423954007,2,2,2,2012-01-09,2018-10-20
4321388,Insulin pump,Device,SNOMED,Physical Object,S,69805005,1,2,2,2011-11-06,2013-12-01
37017519,Implantable spinal cord electrical stimulation system programmer,Device,SNOMED,Physical Object,S,713808005,1,2,2,2019-03-16,2020-02-07
37157068,Bone flap,Device,SNOMED,Substance,S,1196934002,1,2,2,2012-08-13,2014-10-27
37163376,Radial artery flap,Device,SNOMED,Substance,S,1209126005,1,2,2,2010-07-12,2010-11-10
37166703,Femoral artery stent,Device,SNOMED,Physical Object,S,1259927008,1,2,2,2016-11-14,2025-11-06
37204246,Split thickness graft of skin,Device,SNOMED,Substance,S,782787005,2,2,2,2019-05-31,2021-02-19
40482049,Tunneled central venous catheter,Device,SNOMED,Physical Object,S,445085009,1,2,2,2018-01-31,2023-01-10
40488338,Peripheral vascular catheter,Device,SNOMED,Physical Object,S,446559007,2,2,2,2012-01-09,2018-10-20
40663437,POSTERIOR-ANTERIOR OR LATERAL SKULL AND FACIAL BONE SURVEY FILM (Deprecated),Device,HCPCS,HCPCS,S,D0290,1,2,2,2016-02-23,2016-03-09
40664459,"Shoulder sling or vest design, abduction restrainer, with or without swathe control, prefabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,A4566,1,2,2,2011-01-19,2012-08-20
42537392,Skin flap,Device,SNOMED,Substance,S,736761006,1,2,2,2005-03-03,2015-02-20
44786585,"Lumbar-sacral orthosis, sagittal control, with rigid anterior and posterior panels, posterior extends from sacrococcygeal junction to t-9 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, m...",Device,HCPCS,HCPCS,S,L0648,1,2,2,2024-09-09,2024-09-13
44786597,"Addition, endoskeletal ankle-foot or ankle system, power assist, includes any type motor(s)",Device,HCPCS,HCPCS,S,L5969,1,2,1,2016-07-08,2019-05-29
45759357,Mitral annuloplasty ring,Device,SNOMED,Physical Object,S,464555009,1,2,2,2014-05-01,2017-05-16
45762526,Lumbar puncture needle,Device,SNOMED,Physical Object,S,469214007,1,2,2,2025-06-25,2025-10-24
45763378,Kyphoplasty balloon catheter,Device,SNOMED,Physical Object,S,470505007,1,2,2,2015-09-15,2023-05-26
45763481,Implantable cardiac monitor,Device,SNOMED,Physical Object,S,470646006,1,2,2,2012-12-01,2013-08-18
45764926,Knee arthroplasty force sensor,Device,SNOMED,Physical Object,S,701726000,1,2,1,2003-01-01,2004-01-01
45765078,"Abdominal hernia surgical mesh, synthetic polymer",Device,SNOMED,Physical Object,S,701920000,1,2,2,2011-10-31,2019-01-18
45765198,Bone biopsy needle,Device,SNOMED,Physical Object,S,702071003,1,2,1,2003-08-19,2018-06-19
45765645,Manometer catheter,Device,SNOMED,Physical Object,S,702630008,1,2,2,2017-09-22,2023-03-15
45767944,Aortic stent,Device,SNOMED,Physical Object,S,705641004,1,2,2,1997-12-26,2015-11-29
